sample_id,video_id,clip_id,duration,text_feature_source,official_alignment_valid,media_text_valid,timestamp_valid,official_consistency_score,text_warning,aligned_length,timestamp_fallback_count,source_mp4_hash,processing_status,text_native_length,text_dimension,text_valid_bins,text_coverage,text_empty_bin_ratio,audio_native_length,audio_dimension,audio_valid_bins,audio_coverage,audio_empty_bin_ratio,vision_native_length,vision_dimension,vision_valid_bins,vision_coverage,vision_empty_bin_ratio
-ri04Z7vwnc__0,-ri04Z7vwnc,0,2.807,media_asr,False,True,True,0.0,"prior transcript audit: mean word probability 0.588 and mean segment avg_logprob -0.817 are both below their observed cohort Q1s (0.905, -0.319); mean no_speech_probability 6.29e-11 is above observed cohort Q3 2.6e-12, with low word probability; large-v3 not selected: secondary text score did not improve; decoder metrics did not all remain at least as good as primary; secondary output has independent normality warning(s); official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used",50,0,93021c70c8fad20ad3fded80e7fc790a2f9c96835de58a3b694c6906de42684b,complete,2,768,19,0.38,0.62,137,768,49,0.98,0.020000000000000018,12,768,50,1.0,0.0
-ri04Z7vwnc__2,-ri04Z7vwnc,2,6.027,media_asr,False,True,True,0.0,"prior transcript audit: mean word probability 0.823 and mean segment avg_logprob -0.435 are both below their observed cohort Q1s (0.905, -0.319); mean no_speech_probability 3.77e-12 is above observed cohort Q3 2.6e-12, with low word probability; large-v3 not selected: secondary text score did not improve; decoder metrics did not all remain at least as good as primary; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used",50,0,f5993ce3a6ee56298462c08692a96f78c7d914d7264257ed401de7d6e17fd148,complete,3,768,14,0.28,0.72,295,768,49,0.98,0.020000000000000018,25,768,50,1.0,0.0
-ri04Z7vwnc__5,-ri04Z7vwnc,5,3.545,media_asr,False,True,True,0.0,"prior transcript audit: official match score 0.0000 below observed Q1 0.6667 without sufficient official-token alignment; 1 word timestamps use coarse owning-segment fallback, not recovered precise word times; large-v3 not selected: secondary text score did not improve; decoder metrics did not all remain at least as good as primary; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used; 1 used word interval(s) use owning segment fallback; these are coarse segment times",50,1,2a5e4319bf592a18c8eb5117f7c7ec30c6c79528f9eac9fe4fb85bf70f277736,complete,14,768,48,0.96,0.040000000000000036,171,768,49,0.98,0.020000000000000018,15,768,50,1.0,0.0
-s9qJ7ATP7w__0,-s9qJ7ATP7w,0,6.866666333333333,media_asr,False,True,True,0.83333333,official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used,50,0,f2324dbc6debe0d1e4254e6f943523373e3cbb30d8d0555413ce3a7b370a4af5,complete,22,768,43,0.86,0.14,335,768,49,0.98,0.020000000000000018,28,768,50,1.0,0.0
-s9qJ7ATP7w__1,-s9qJ7ATP7w,1,4.791992,official_transcript,True,True,True,0.69230769,only 10/11 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,a33e8f82a185bcb7648b523927308cdc2142e3076479ba2b45cd0e828636fc09,complete,10,768,38,0.76,0.24,231,768,49,0.98,0.020000000000000018,20,768,50,1.0,0.0
-s9qJ7ATP7w__4,-s9qJ7ATP7w,4,4.427018,official_transcript,True,True,True,0.69230769,,50,0,76e0672ffce5857a789b41fb10606402f7da58c33579b1032a8282f86fb35bc9,complete,9,768,31,0.62,0.38,212,768,48,0.96,0.040000000000000036,18,768,50,1.0,0.0
-s9qJ7ATP7w__5,-s9qJ7ATP7w,5,8.561003,official_transcript,True,True,True,1.0,,50,0,bd35eb8de64ce1f8b27921294598f7cf5bb971255738f51d06458c7096c58eae,complete,19,768,46,0.92,0.07999999999999996,419,768,49,0.98,0.020000000000000018,35,768,50,1.0,0.0
-s9qJ7ATP7w__6,-s9qJ7ATP7w,6,2.475,official_transcript,True,True,True,0.71428571,,50,0,40b684fd1b4559f0f82e72f9b47f4ce7c5e15059fe8d0d8ab112637cd3386451,complete,5,768,29,0.58,0.42000000000000004,115,768,47,0.94,0.06000000000000005,10,768,50,1.0,0.0
-s9qJ7ATP7w__7,-s9qJ7ATP7w,7,6.966016,official_transcript,True,True,True,0.875,"prior transcript audit: 1 word timestamps use coarse owning-segment fallback, not recovered precise word times",50,0,5301f4403cf7cd299cc525d2f443392ac70fd70c3c9cd4a09406f2ba4df6734d,complete,28,768,42,0.84,0.16000000000000003,341,768,49,0.98,0.020000000000000018,28,768,50,1.0,0.0
-s9qJ7ATP7w__8,-s9qJ7ATP7w,8,3.294987,official_transcript,True,True,True,0.75,"prior transcript audit: mean no_speech_probability 5.83e-11 is above observed cohort Q3 2.6e-12, with low word probability",50,0,1de4d91bd9d9fb508a3779658747da88460db0bdb1beefe7ea5b2c77edfd2239,complete,12,768,36,0.72,0.28,158,768,49,0.98,0.020000000000000018,14,768,50,1.0,0.0
-t217m2on-s__2,-t217m2on-s,2,5.686003,official_transcript,True,True,True,0.91666667,,50,0,6713a983112173204502dc5adbb886bc6c38554b4627698611931420c47663a8,complete,12,768,39,0.78,0.21999999999999997,281,768,50,1.0,0.0,23,768,50,1.0,0.0
-t217m2on-s__7,-t217m2on-s,7,17.183008,official_transcript,True,True,True,1.0,only 45/47 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,41c76b8a733ecb780d56348f55d00f0ba0c07f44f46e93044e62d876710180b7,complete,45,768,48,0.96,0.040000000000000036,851,768,50,1.0,0.0,69,768,50,1.0,0.0
-tANM6ETl_M__3,-tANM6ETl_M,3,6.758008,official_transcript,True,True,True,0.95652174,only 21/23 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,6d3af064c060dad3816a9e1dfa00101faebd8b7da7d8ceea85b0bc0fca70abd6,complete,21,768,45,0.9,0.09999999999999998,329,768,49,0.98,0.020000000000000018,28,768,50,1.0,0.0
-tPCytz4rww__10,-tPCytz4rww,10,4.788997,media_asr,False,True,True,0.66666667,prior transcript audit: official match score 0.6667 below observed Q1 0.6667 without sufficient official-token alignment; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used,50,0,758183192cbd5f0f20823d26ece3ddee40dec0aadec35247b2495510a53f52f8,complete,14,768,48,0.96,0.040000000000000036,233,768,49,0.98,0.020000000000000018,20,768,50,1.0,0.0
-tPCytz4rww__11,-tPCytz4rww,11,5.466992,media_asr,False,True,True,0.5,prior transcript audit: official match score 0.5000 below observed Q1 0.6667 without sufficient official-token alignment; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used,50,0,6dc09d02467baaef67594ff32cffb01f8ed1565cda4c5abd161b8261a51e2e5d,complete,17,768,49,0.98,0.020000000000000018,268,768,50,1.0,0.0,22,768,50,1.0,0.0
-tPCytz4rww__12,-tPCytz4rww,12,11.863997,media_asr,False,True,True,0.66666667,prior transcript audit: official match score 0.6667 below observed Q1 0.6667 without sufficient official-token alignment; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used,50,0,e3c7f9cd67ad2d20fef997696dc278361f97f027db58762e22104e5720d509d5,complete,26,768,47,0.94,0.06000000000000005,586,768,50,1.0,0.0,48,768,50,1.0,0.0
-tPCytz4rww__16,-tPCytz4rww,16,7.20599,official_transcript,True,True,True,0.73684211,,50,0,8b3f82f9628792eebaf8c227becc2ebeba59bb8abb668bcca86e07fb1a992a93,complete,16,768,45,0.9,0.09999999999999998,356,768,50,1.0,0.0,29,768,50,1.0,0.0
-tPCytz4rww__18,-tPCytz4rww,18,6.644987,official_transcript,True,True,True,0.81818182,only 16/18 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,eece70451e9c37a4b5f375bf646f66e09113fe3467f35bf1720cc14d986c1776,complete,16,768,42,0.84,0.16000000000000003,328,768,50,1.0,0.0,27,768,50,1.0,0.0
-uywlfIYOS8__4,-uywlfIYOS8,4,6.044987,official_transcript,True,True,True,0.7826087,only 18/19 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9,complete,18,768,34,0.68,0.31999999999999995,293,768,49,0.98,0.020000000000000018,25,768,50,1.0,0.0
-vxjVxOeScU__4,-vxjVxOeScU,4,9.127018,official_transcript,True,True,True,0.88461538,"prior transcript audit: 1 word timestamps use coarse owning-segment fallback, not recovered precise word times; only 21/23 official tokens received observed Whisper times; unmatched tokens omitted from timed features",50,0,00282df9a314394f19d616d561bd1916d1d30dca4c814dfb43630ca164f4c719,complete,21,768,45,0.9,0.09999999999999998,451,768,50,1.0,0.0,37,768,50,1.0,0.0
-wMB_hJL-3o__7,-wMB_hJL-3o,7,6.04401,official_transcript,True,True,True,1.0,,50,0,04a73d73fd150b07edab8e652fd14c9cb4a0f6e017ea97b17e8146e377b9fae7,complete,22,768,39,0.78,0.21999999999999997,298,768,50,1.0,0.0,25,768,50,1.0,0.0
-wny0OAz3g8__0,-wny0OAz3g8,0,3.333333333333333,official_transcript,True,True,True,0.76923077,"prior transcript audit: mean word probability 0.902 and mean segment avg_logprob -0.404 are both below their observed cohort Q1s (0.905, -0.319); only 9/10 official tokens received observed Whisper times; unmatched tokens omitted from timed features",50,0,1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d,complete,9,768,41,0.82,0.18000000000000005,163,768,49,0.98,0.020000000000000018,14,768,50,1.0,0.0
-wny0OAz3g8__1,-wny0OAz3g8,1,6.84401,official_transcript,True,True,True,0.77419355,"prior transcript audit: mean word probability 0.899 and mean segment avg_logprob -0.370 are both below their observed cohort Q1s (0.905, -0.319); 3 word timestamps use coarse owning-segment fallback, not recovered precise word times; only 22/24 official tokens received observed Whisper times; unmatched tokens omitted from timed features",50,0,c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8,complete,22,768,46,0.92,0.07999999999999996,338,768,50,1.0,0.0,28,768,50,1.0,0.0
-wny0OAz3g8__2,-wny0OAz3g8,2,6.686979,official_transcript,True,True,True,0.88888889,only 23/24 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a,complete,23,768,42,0.84,0.16000000000000003,325,768,49,0.98,0.020000000000000018,27,768,50,1.0,0.0
-wny0OAz3g8__3,-wny0OAz3g8,3,6.146029,official_transcript,True,True,True,0.86956522,"prior transcript audit: 1 word timestamps use coarse owning-segment fallback, not recovered precise word times",50,0,ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce,complete,20,768,41,0.82,0.18000000000000005,304,768,50,1.0,0.0,25,768,50,1.0,0.0
-wny0OAz3g8__5,-wny0OAz3g8,5,6.911979,official_transcript,True,True,True,0.86363636,only 19/20 official tokens received observed Whisper times; unmatched tokens omitted from timed features,50,0,6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0,complete,19,768,43,0.86,0.14,336,768,49,0.98,0.020000000000000018,28,768,50,1.0,0.0
-wny0OAz3g8__7,-wny0OAz3g8,7,8.067969,official_transcript,True,True,True,0.90322581,"prior transcript audit: 1 word timestamps use coarse owning-segment fallback, not recovered precise word times; only 28/29 official tokens received observed Whisper times; unmatched tokens omitted from timed features",50,0,cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd,complete,28,768,46,0.92,0.07999999999999996,395,768,49,0.98,0.020000000000000018,33,768,50,1.0,0.0
-wny0OAz3g8__9,-wny0OAz3g8,9,6.213021,official_transcript,True,True,True,0.86956522,,50,0,b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136,complete,20,768,42,0.84,0.16000000000000003,301,768,49,0.98,0.020000000000000018,25,768,50,1.0,0.0
-yRb-Jum7EQ__1,-yRb-Jum7EQ,1,29.288021,media_asr,False,True,True,0.08163265,"prior transcript audit: mean word probability 0.142 and mean segment avg_logprob -5.789 are both below their observed cohort Q1s (0.905, -0.319); mean no_speech_probability 9.49e-11 is above observed cohort Q3 2.6e-12, with low word probability; 8 word timestamps use coarse owning-segment fallback, not recovered precise word times; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used; 8 used word interval(s) use owning segment fallback; these are coarse segment times",50,8,2f16da1baa8660e5bfc608f5237cdd59725d16e57a19bc02c4556cd2c7129a46,complete,31,768,38,0.76,0.24,1455,768,50,1.0,0.0,118,768,50,1.0,0.0
-yRb-Jum7EQ__5,-yRb-Jum7EQ,5,13.16901,media_asr,False,True,True,0.08,"prior transcript audit: mean word probability 0.050 and mean segment avg_logprob -5.552 are both below their observed cohort Q1s (0.905, -0.319); mean no_speech_probability 1.01e-10 is above observed cohort Q3 2.6e-12, with low word probability; large-v3 not selected: gain below data-derived Q3 of positive improvements (0.4029); decoder metrics did not all remain at least as good as primary; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used",50,0,6d6145293cf84d1fc8324dfa8d39465e2d7fc07affb67ff68deeabf6e3c410d9,complete,8,768,45,0.9,0.09999999999999998,651,768,50,1.0,0.0,53,768,50,1.0,0.0
-yRb-Jum7EQ__6,-yRb-Jum7EQ,6,11.241995,media_asr,False,True,True,0.07692308,"prior transcript audit: mean word probability 0.293 and mean segment avg_logprob -3.569 are both below their observed cohort Q1s (0.905, -0.319); mean no_speech_probability 5.4e-11 is above observed cohort Q3 2.6e-12, with low word probability; official transcript did not meet observed lexical and timestamp mapping criteria; media ASR used",50,0,b51eb9ad06de804934cb6a315de591ba9ff7f8aa71bffff7f8001ab29945d989,complete,26,768,47,0.94,0.06000000000000005,561,768,50,1.0,0.0,45,768,50,1.0,0.0
